date,year,indicator,value,units,source
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,11.25,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,22.44,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,25.2,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,20.3,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,26.6,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,47.6,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,30.9,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Terminal Dwell Time in Hours by Railroad,17.777841165,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Terminal Dwell Time in Hours by Railroad,27.2,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Terminal Dwell Time in Hours by Railroad,15.18,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Terminal Dwell Time in Hours by Railroad,24.53,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Terminal Dwell Time in Hours by Railroad,23.7,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Terminal Dwell Time in Hours by Railroad,25.3,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Terminal Dwell Time in Hours by Railroad,19.72,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Train Speed in MPH by Railroad,18.86,MPH,Surface Transportation Board (STB)
2022-07-16,2022,Average Train Speed in MPH by Railroad,25.2,MPH,Surface Transportation Board (STB)
2022-07-16,2022,Average Train Speed in MPH by Railroad,24.02,MPH,Surface Transportation Board (STB)
2022-07-16,2022,Average Train Speed in MPH by Railroad,22.3,MPH,Surface Transportation Board (STB)
2022-07-16,2022,Average Train Speed in MPH by Railroad,25.84,MPH,Surface Transportation Board (STB)
2022-07-16,2022,Average Train Speed in MPH by Railroad,26.3,MPH,Surface Transportation Board (STB)
2022-07-16,2022,Average Train Speed in MPH by Railroad,23.7,MPH,Surface Transportation Board (STB)
2022-07-16,2022,Rail Cars Online,24471,Count,Surface Transportation Board (STB)
2022-07-16,2022,Rail Cars Online,29964,Count,Surface Transportation Board (STB)
2022-07-16,2022,Rail Cars Online,171508,Count,Surface Transportation Board (STB)
2022-07-16,2022,Rail Cars Online,298921,Count,Surface Transportation Board (STB)
2022-07-16,2022,Rail Cars Online,255397,Count,Surface Transportation Board (STB)
2022-07-16,2022,Rail Cars Online,39033.428571429,Count,Surface Transportation Board (STB)
2022-07-16,2022,Rail Cars Online,198827,Count,Surface Transportation Board (STB)
2022-07-16,2022,U.S. Class I Containers on Rail Flat Cars,264393,Containers on rail flat cars,Surface Transportation Board (STB)
2022-07-16,2022,U.S. Class I Rail Intermodal Units,279608,Intermodals,Surface Transportation Board (STB)
2022-07-16,2022,U.S. Class I Total Rail Non-Intermodal Carloads,253580,Carloads,Surface Transportation Board (STB)
2022-07-16,2022,U.S. Class I Trailers on a Rail Flat Car,15215,Trailers on rail flat car,Surface Transportation Board (STB)
2022-07-17,2022,Capacity of Containerships Calling at U.S. Ports (in TEUs),1697610,TEUs,MARAD Office of Policy and Plans analysis of CBP VMS data
2022-07-17,2022,Truck Spot Rates in $ per Mile by Truck Type,1.911,Dollars per mile,DAT Freight and Analytics
2022-07-17,2022,Truck Spot Rates in $ per Mile by Truck Type,2.44,Dollars per mile,DAT Freight and Analytics
2022-07-17,2022,Truck Spot Rates in $ per Mile by Truck Type,2.194,Dollars per mile,DAT Freight and Analytics
2022-07-18,2022,U.S. Diesel Sales Prices  (in Dollars per Gallon),5.432,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2022-07-19,2022,Downbound Grain Barge Rates,34.97,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-19,2022,Downbound Grain Barge Rates,11.12,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-19,2022,Downbound Grain Barge Rates,21.63,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-19,2022,Downbound Grain Barge Rates,21.3,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-19,2022,Downbound Grain Barge Rates,20.57,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-19,2022,Downbound Grain Barge Rates,27.13,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-19,2022,Downbound Grain Barge Rates,14.88,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-19,2022,Number of Containerships Anchored off U.S. Ports,4,Number of vessels,MARAD Office of Policy and Plans analysis of IHS AIS live data
2022-07-19,2022,Number of Containerships Anchored off U.S. Ports,63,Number of vessels,MARAD Office of Policy and Plans analysis of IHS AIS live data
2022-07-19,2022,Number of Containerships Anchored off U.S. Ports,21,Number of vessels,MARAD Office of Policy and Plans analysis of IHS AIS live data
2022-07-19,2022,Number of Containerships Awaiting Berths at all U.S. Ports,109,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-19,2022,Number of Containerships Awaiting Berths at all U.S. Ports,24,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-19,2022,Number of Containerships Awaiting Berths at all U.S. Ports,37,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-19,2022,Number of Containerships Awaiting Berths at all U.S. Ports,48,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,18.1,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,21.8,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,34.3,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,26.1,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,16.62,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,15.97,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,26.11,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,18.27,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,17.09,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,8.26,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,30.472610163,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,21.099863281,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,18.871712876,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,15.72,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,11.39,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,22.38,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,23.7,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,24.2,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,24.1,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,41.5,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Dwell Time at Class I Railroad Terminals,35.9,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Terminal Dwell Time in Hours by Railroad,16.652201582,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Terminal Dwell Time in Hours by Railroad,27.4,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Terminal Dwell Time in Hours by Railroad,16.08,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Terminal Dwell Time in Hours by Railroad,24.58,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Terminal Dwell Time in Hours by Railroad,24.4,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Terminal Dwell Time in Hours by Railroad,26.7,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Terminal Dwell Time in Hours by Railroad,20.87,Hours,Surface Transportation Board (STB)
2022-07-23,2022,Average Train Speed in MPH by Railroad,18.95,MPH,Surface Transportation Board (STB)
2022-07-23,2022,Average Train Speed in MPH by Railroad,25.5,MPH,Surface Transportation Board (STB)
2022-07-23,2022,Average Train Speed in MPH by Railroad,24.1,MPH,Surface Transportation Board (STB)
2022-07-23,2022,Average Train Speed in MPH by Railroad,22.2,MPH,Surface Transportation Board (STB)
2022-07-23,2022,Average Train Speed in MPH by Railroad,25.8,MPH,Surface Transportation Board (STB)
2022-07-23,2022,Average Train Speed in MPH by Railroad,26.5,MPH,Surface Transportation Board (STB)
2022-07-23,2022,Average Train Speed in MPH by Railroad,23.8,MPH,Surface Transportation Board (STB)
2022-07-23,2022,Rail Cars Online,23530,Count,Surface Transportation Board (STB)
2022-07-23,2022,Rail Cars Online,29939,Count,Surface Transportation Board (STB)
2022-07-23,2022,Rail Cars Online,172688,Count,Surface Transportation Board (STB)
2022-07-23,2022,Rail Cars Online,299843,Count,Surface Transportation Board (STB)
2022-07-23,2022,Rail Cars Online,252743,Count,Surface Transportation Board (STB)
2022-07-23,2022,Rail Cars Online,38958.428571429,Count,Surface Transportation Board (STB)
2022-07-23,2022,Rail Cars Online,199704,Count,Surface Transportation Board (STB)
2022-07-23,2022,U.S. Class I Containers on Rail Flat Cars,261687,Containers on rail flat cars,Surface Transportation Board (STB)
2022-07-23,2022,U.S. Class I Rail Intermodal Units,277214,Intermodals,Surface Transportation Board (STB)
2022-07-23,2022,U.S. Class I Total Rail Non-Intermodal Carloads,256462,Carloads,Surface Transportation Board (STB)
2022-07-23,2022,U.S. Class I Trailers on a Rail Flat Car,15527,Trailers on rail flat car,Surface Transportation Board (STB)
2022-07-24,2022,Capacity of Containerships Calling at U.S. Ports (in TEUs),1771686,TEUs,MARAD Office of Policy and Plans analysis of CBP VMS data
2022-07-24,2022,Truck Spot Rates in $ per Mile by Truck Type,1.916,Dollars per mile,DAT Freight and Analytics
2022-07-24,2022,Truck Spot Rates in $ per Mile by Truck Type,2.415,Dollars per mile,DAT Freight and Analytics
2022-07-24,2022,Truck Spot Rates in $ per Mile by Truck Type,2.206,Dollars per mile,DAT Freight and Analytics
2022-07-25,2022,U.S. Diesel Sales Prices  (in Dollars per Gallon),5.268,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2022-07-26,2022,Downbound Grain Barge Rates,36.34,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-26,2022,Downbound Grain Barge Rates,12.18,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-26,2022,Downbound Grain Barge Rates,21.68,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-26,2022,Downbound Grain Barge Rates,21.11,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-26,2022,Downbound Grain Barge Rates,20.62,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-26,2022,Downbound Grain Barge Rates,27.19,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-26,2022,Downbound Grain Barge Rates,16.01,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-26,2022,Number of Containerships Anchored off U.S. Ports,7,Number of vessels,MARAD Office of Policy and Plans analysis of IHS AIS live data
2022-07-26,2022,Number of Containerships Anchored off U.S. Ports,68,Number of vessels,MARAD Office of Policy and Plans analysis of IHS AIS live data
2022-07-26,2022,Number of Containerships Anchored off U.S. Ports,21,Number of vessels,MARAD Office of Policy and Plans analysis of IHS AIS live data
2022-07-26,2022,Number of Containerships Awaiting Berths at all U.S. Ports,119,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-26,2022,Number of Containerships Awaiting Berths at all U.S. Ports,23,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-26,2022,Number of Containerships Awaiting Berths at all U.S. Ports,40,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-26,2022,Number of Containerships Awaiting Berths at all U.S. Ports,56,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-30,2022,Average Dwell Time at Class I Railroad Terminals,18,Hours,Surface Transportation Board (STB)
2022-07-30,2022,Average Dwell Time at Class I Railroad Terminals,25.4,Hours,Surface Transportation Board (STB)
2022-07-30,2022,Average Dwell Time at Class I Railroad Terminals,35.4,Hours,Surface Transportation Board (STB)
2022-07-30,2022,Average Dwell Time at Class I Railroad Terminals,22.6,Hours,Surface Transportation Board (STB)
2022-07-30,2022,Average Dwell Time at Class I Railroad Terminals,15.7,Hours,Surface Transportation Board (STB)
2022-07-30,2022,Average Dwell Time at Class I Railroad Terminals,15.55,Hours,Surface Transportation Board (STB)
2022-07-30,2022,Average Dwell Time at Class I Railroad Terminals,30.32,Hours,Surface Transportation Board (STB)
